SECTION, PARAGRAPH, LINESECTION B, B.1, "The Contractor shall provide all management, supervision, labor, facilities and materials necessary to perform on a Task Order basis."
SECTION G, G.1, "The Contractor shall accept payment of agency invoices via EFT. The Ordering Agency is responsible for payment of all invoices to the Contractor."
SECTION G, G.2, "The Contractor shall report new Alliant 2 S mall B usiness  GWAC task orders awarded under the GWAC to "
SECTION G, G.2, "federal agency customers on procurement best practices. The Contractor shall email A2SB@gsa."
SECTION G, G.2, "The Contractor shall register in the Government Designated Reporting System  in order to report transactional data."
SECTION G, G.2, "The Contractor shall provide the transactional data, outlined in Section J - 6, electronically via the Government Designated Reporting System ."
SECTION G, G.2, "FAR Subpart 42.12, the Contractor shall provide th e responsible Contracting Officer written notification of its intention to (A) change the name in the SAM database; (B) comply with the requirements of Subpart 42."
SECTION G, G.2, "The Contractor shall make a good faith effort to expedite  DCMA audits."
SECTION G, G.2, "The Contractor shall verify that all data elements have been reported and validated within the designated reporting system within six months after the task order Period of Performance end date."
SECTION G, G.2, "frame, the Contractor shall issue a formal (signed by an agent that is authorized to repre sent the Contractor) Master Contract Release of Claim and confirmation that the Contract Access Fee has been paid for all identified Task Orders, no later than 30 days after the deadline to submit a claim has elapsed."
SECTION H, H.5, "pt as otherwise provided in an individual Order, the Contractor shall, without direct cost to the Government, be responsible for obtaining any and all licenses, certifications, authorizations, approvals, and permits; for complying with any applicable Feder al, national, state, and municipal laws, codes, and regulations; and any applicable foreign work permits, authorizations, etc."
SECTION H, H.8, "compliance with Government security regulations, as specified on individual Orders. The Contractor shall fully cooperate on all security checks and investigations by furnishing requested information to verify the Contractor employee's tru stworthiness and suitability for the position."
SECTION H, H.9, "The Contractor shall comply with agency personal identity verification procedures identified in individual Orders that implement Homeland Security Presidential Dir ectives - 12 (HSPD - 12); OMB guidance M - 05 -"
SECTION H, H.9, "The Contractor shall insert the above paragraph in all subcontracts when the subcontractor is required to have physical access to a federally controlled facility or access to a Federal information system."
SECTION H, H.9, "specified refresher course during the life of this contract. The Contractor shall also ensure subcontractor compliance with this  training requirement; and  "
SECTION I, I.2.1.1, "The Contractor shall only tender for acceptance those items that conform to the requirements of this contract."
SECTION I, I.2.1.1, "1, Disputes, which is incorporated herein by reference. The Contractor shall proceed diligently with performance of this contract, pending final resolution of any dispu te arising under the contract."
SECTION I, I.2.1.1, ". The Contractor shall be liable for default unless nonperformance is caused by an occurrence beyond the reaso nable control of the Contractor and without its fault or negligence such as, acts of God or the public enemy, acts of the Government in either its sovereign or contractual capacity, fires, floods, epidemics, quarantine restrictions, strikes, unusually seve re weather, and delays of common carriers."
SECTION I, I.2.1.1, "carriers. The Contractor shall notify the Contracting Officer in writing as soon as it is reasonably possible after the commencement of any excusable delay, setting forth the full particulars in connection therewith, shall remedy such occurrence with all reasonable dispatch, and shall promptly give written notice to the Contracting Officer of the cessation of such occurrence."
SECTION I, I.2.1.1, "(1) The Contractor shall submit an original invoice and three copies (or electronic inv oice, if authorized) to the address designated in the contract to receive invoices."
SECTION I, I.2.1.1, "(A) The Contractor shall include EFT banking information on the invoice only if required elsewhere in this contract."
SECTION I, I.2.1.1, "proper invoice, the Contractor shall have submitted correct EFT banking information in accordance with the applicable solicitation provision, co ntract clause ( e."
SECTION I, I.2.1.1, ". The Contractor shall indemnify the Government and its officers, employees and agents against liability, including costs, for actual or alleged direct or contributory infringement of, or inducement to infringe, any United States or foreig n patent, trademark or copyright, arising out of the performance of this contract, provided the Contractor is reasonably notified of such claims and proceedings."
SECTION I, I.2.1.1, "the Contractor shall   (i) Remit the overpayment amount to the payment office cited in the contract along with a des cription of the overpayment including the   (A) Circumstances of the overpayment ( e."
SECTION I, I.2.1.1, "contract, or any part hereof, for its sole convenience. In the event of such termination, the Contractor shall immediately  stop all work hereunder and shall immediately cause any and all of its suppliers and subcontractors to cease work."
SECTION I, I.2.1.1, "subcontractors to cease work. Subject to the terms of this contract, the Contractor shall be paid a percentage of the contract price reflecting the percentage of the work  performed prior to the notice of termination, plus reasonable charges the Contractor can demonstrate to the satisfaction of the Government using its standard record keeping system, have resulted from the termination."
SECTION I, I.2.1.1, "The Contractor shall not be paid for any work performed or costs incurred whi ch reasonably could have been avoided."
SECTION I, I.2.1.1, "the Contractor shall be liable to the Government for any and all rights and remedies provided by law."
SECTION I, I.2.1.1, ". The Contractor shall comply with all applicable Federal, State and local laws, executive orders, rules and regulations applicable to i ts performance under this contract."
SECTION I, I.2.1.1, "name agreements in Subpart 42.12, the Contractor shall provide the responsible Contracting   (A) Change the name in the SAM database;  (B) Comply with the requirements of Subpart 42."
SECTION I, I.2.1.1, "(3) The Contractor shall not change the name or address for EFT payments or manual payments, as appropriate, in the SAM record to reflect an assignee for the purpose of assig nment of claims (see FAR Subpart 32."
SECTION I, L.2.1.2, "subcontractor, the Contractor shall furnish and shall require subcontractors to furnish all reasonable  facilities and assistance for the safe and convenient performance of these duties."
SECTION I, L.2.1.2, "(ii) Failure to agree to the amount of increased cost to be charged to the Contractor shall be  a dispute under the Disputes clause of the contract."
SECTION I, L.2.1.2, "(C) To the extent able, the Contractor shall   (1) Obtain materials at the most advantageous prices available with due regard to  securing prom pt delivery of satisfactory materials; and  (2) Give credit to the Government for cash and trade discounts, rebates, scrap,"
SECTION I, L.2.1.2, "ceiling price in the Schedule, the Contractor shall notify the Contracting Officer giving a revised  estimate of the total price to the Government for performing this contract with suppor ting reasons  and documentation."
SECTION I, L.2.1.2, "ing price, the Contractor shall so notify the Contracting  Officer, giving a revised estimate of the total price for performing this contract, with supporting  reasons and documentation."
SECTION I, L.2.1.2, "of the ceiling price in the Schedule, and the Contractor shall not be obligated to continue  performance if to do so would exceed the ceiling price set forth in the Schedule, unless and until the  Contracting Officer notifies the Contractor in writing that the ceiling price has been increased and  specifies in the notice a revised ceiling that shall constitute the ceiling price for performance under "
SECTION I, L.2.1.2, "underpayments. The Contractor shall promptly pay any such reduction within 30 days  unless the parties agree otherwise."
SECTION I, L.2.1.2, "an invoice payment, the Contractor shall   (i) Remit the overpaymen t amount to the payment office cited in the contract along with a  description of the overpayment including the   (A) Circumstances of the overpayment (e."
SECTION I, L.2.1.2, "the Contractor shall immediately stop all work hereunder and shall immediately cause any and all of  its suppliers and subcontractors to cease work."
SECTION I, I.4, "(a) The Contractor shall make the following notifications in writing :  (1) When the Contractor becomes aware that a change in its ownership has occurred, or is certain to occur, that could result in changes in the valuation of its capitalized assets in the accounting records, the Contractor shall notify the ACO within 30 d ays."
SECTION I, I.4, "the Contractor shall notify the ACO within 30 d ays."
SECTION I, I.4, "(2) The Contractor shall also notify the ACO within 30 days whenever changes to asset valuations or any other cost changes have occurred or are certain to occur as a result of a change in ownership."
SECTION I, I.4, "(b) The Contractor shall --   (1) Maintain current, accurate, and complete inventory records of assets and their costs; "
SECTION I, I.4, "(c) The Contractor shall include the substance of this clause in all subcontracts under this contract that meet the applicability requirement of FAR 15."
SECTION I, I.6, "(b) and (c) of this section, the Contractor shall honor any order exceeding the maximum order limitations in paragraph  (b), unless that order (or orders) is returned to the ordering office within  ship the item (or items) called for and the reasons."
SECTION I, I.7, "Ordering clause. The Contractor shall furnish to the Government, when and if ordered , the supplies or services specified in the Schedule up to and including the quantity designated in the Schedule as the    "
SECTION I, I.9, "(1) The Contractor shall not be entitled to payment of a request for performan ce - based payment prior to successful accomplishment of the event or performance criterion for which payment is requested."
SECTION I, I.9, "the Contractor shall repay to the Government the excess. Unless otherwise determined by the Contracting Officer, such excess shall be credited as a reduction in the unliquidated performance - based payment balance(s), after adjustment of invoice payments and balances for any retroactive price adjustments."
SECTION I, I.9, "under this clause, the Contractor shall obtain the C  and the terms."
SECTION I, I.9, "le (if the property is part of or needed for performance), and the Contractor shall refund the related performance - based payments in accordance with paragraph (d) of this clause."
SECTION I, I.9, ". Before delivery to and acceptance by the Government, the Contractor shall bear the risk of loss for property, the title to which vests in the Government under this clause, except to the extent t he Government expressly assumes the risk."
SECTION I, I.9, ". The Contractor shall maintain records and controls adequate for administration of this clause."
SECTION I, I.9, "of this clause. The Contractor shall have no  entitlement to performance - based payments during any time  administration of this clause."
SECTION I, I.9, ". The Contractor shall promptly f urnish reports, certificates, financial statements, and other pertinent information requested by the Contracting Officer for the administration of this clause and to determine that an event or other criterion prompting a financing payment has been successf ully accomplished."
SECTION I, I.9, "ully accomplished. The Contractor shall give the Government reasonable opportunity to examine  contract for administration of this clause."
SECTION I, I.9, ". As required in paragraph (l)(5) of this clause, the Contractor shall make the following certification in each request for performance - based payment:   I certify to the best of my knowledge and belief that  "
SECTION I, I.9, "The Contractor shall not refer to this contract in commercial advertising or similar promotions in such a manner as to state or imply that the product or service provided is endorsed or preferred by the White House, the Exec utive Office of the President, or any other element of the Federal Government, or is considered by these entities to be superior to other products or services."
(END OF SECTION M, M.8, "IT Security standards, policies, and reporting requirements.  The Contractor shall meet and comply with all GSA IT Security Policies and all applicable GSA and NIST standards and guidelines, and other Government - wi de laws and regulations for protection and security of Information Technology."
(END OF SECTION M, M.8, "The Contractor shall report all Invoices and Contract Access Fee data within the date specified in Section F."
(END OF SECTION M, M.8, ". The Contractor shall report all transactional data under this contract as follows:   (1) The Contractor must electronically report transactional data by utilizing the  automated reporting system at an Internet website designated by the General Services"
(END OF SECTION M, M.8, "(2) The Contractor shall provide, at no cost to the Government, the following transactional data elements, as applicable    (i) Contract or Blanket Purchase Agr eement (BPA) Number  (ii)"
(END OF SECTION M, M.8, "(3) The Contractor shall remit the CAF to GSA in U.S. dollars.   (4)   deadline constitutes a contract debt to the United States Government under the terms of  FAR Subpart 32."
(END OF SECTION M, M.8, "The Contractor shall apply one or more of the following GWAC Program CLINs when reporting invoices in the Government Designated Reporting System ."
